id,title,duration,genres,year,countries,press rating,spectator rating,actors,directors,poster
25308,Les Plus belles années de notre vie,172,"[13008, 13014]",2002,['U.S.A.'],5.0,4.3,"[6833, 63, 1297, 3603, 5012, 279, 6950, 924, 4113, 4908, 54943, 6802, 9652, 135570, 68930, 71286]",[768],https://fr.web.img6.acsta.net/medias/nmedia/00/02/55/12/affiche.jpg
65267,Le Poison,101,[13008],2001,['U.S.A.'],,4.2,"[1635, 5589, 13995, 280, 6206, 2949, 130342, 69809, 99581, 54886, 469028]",[413],https://fr.web.img4.acsta.net/pictures/17/11/16/10/28/5514632.jpg
9318,La Route semée d'étoiles,130,"[13005, 13002]",1946,['U.S.A.'],,3.2,"[120833, 13536, 1858, 2850, 31804, 6807, 6933, 30889, 55076, 120834]",[1216],https://fr.web.img5.acsta.net/pictures/23/03/15/10/37/5258622.jpg
2645,Casablanca,102,"[13008, 13024]",1947,['U.S.A.'],4.4,4.3,"[717, 1180, 3600, 220, 1365, 1972, 16350, 4598, 43525, 9656, 6793, 33349, 9700, 5023, 7279, 10656, 94989]",[217],https://fr.web.img6.acsta.net/medias/nmedia/18/64/83/80/20247449.jpg
25311,Madame Miniver,134,"[13008, 13014]",2004,['U.S.A.'],,3.6,"[6731, 4396, 3603, 29377, 4497, 6516, 93920, 2753, 7317, 406425, 53594, 146939, 446264]",[768],https://fr.web.img3.acsta.net/medias/nmedia/18/36/19/04/18460424.jpg
1594,Qu'elle était verte ma vallée,118,[13008],1946,['U.S.A.'],,4.2,"[2343, 4396, 1063, 4397, 1373, 2434, 2850, 67573, 2243, 139809, 89940, 85852, 139810, 83944, 34949, 3158, 398178, 142549, 447024, 769694]",[885],https://fr.web.img5.acsta.net/pictures/16/03/29/15/46/316266.jpg
3984,Rebecca,130,"[13008, 13023]",1947,['U.S.A.'],4.3,4.0,"[1303, 3442, 54344, 10484, 769, 466, 2752, 7318, 7502, 3973, 98585, 43460, 3340, 6518, 84066, 1061, 98586]",[1061],https://fr.web.img4.acsta.net/medias/nmedia/18/65/17/09/19542895.jpg
27782,Autant en emporte le vent,238,"[13008, 13024]",1950,['U.S.A.'],4.4,4.1,"[6506, 886, 38964, 3782, 71723, 4961, 7076, 2732, 39995, 84664, 84671, 84982, 38965, 84665, 84666, 84667, 2413, 84676, 84984, 84986, 9701, 24826, 67992, 35128, 64464, 3069, 403404, 90030, 428280, 428298, 428300, 17342, 225197, 430767, 133555, 209110, 430785, 17535, 268337, 104706, 119856, 398699, 430807, 430815, 430817, 2949, 158058, 430838, 31640, 252246, 430885, 30702, 30160, 74711, 92701, 430924, 77339, 3681, 131856, 103396, 163640, 430972, 430975, 430976, 267286, 430985, 430997, 7774, 68330, 78940, 174420, 431024, 1636, 5876, 94846, 431030, 431031, 431033, 6455, 94176, 134857, 431046, 431048, 103520, 418495, 431052, 257094, 13926, 39713, 55862, 431058, 398994, 431061, 431062, 406844, 416738, 69451, 77337, 431068, 158062, 401604, 431071, 103401, 163306, 399480]","[4066, 23, 1946]",https://fr.web.img2.acsta.net/medias/00/01/99/000199_af.jpg
2367,Vous ne l'emporterez pas avec vous,127,"[13005, 13024]",1938,['U.S.A.'],5.0,4.3,"[1741, 5969, 457, 6677, 9700, 2177, 5022, 74559, 70425, 7275, 66725, 55705, 74560, 35128, 74562, 33025, 5190, 67989, 74564, 24826, 74993, 74561]",[3607],https://fr.web.img2.acsta.net/medias/nmedia/18/65/05/26/19143807.jpg
7189,La Vie d'Emile Zola,116,"[13027, 13008]",1937,['U.S.A.'],,3.5,"[1037, 2148, 2434, 8735, 15051, 89853, 81920, 11625, 32950, 1294]",[2432],https://fr.web.img3.acsta.net/medias/nmedia/18/71/89/98/19148434.jpg
103167,Le Grand Ziegfeld,185,"[13027, 13008, 13013]",1936,['U.S.A.'],,3.3,"[18699, 6833, 7441, 2147, 88365, 4497, 13622, 332, 77434, 139132, 66371, 101958]",[31992],https://fr.web.img2.acsta.net/medias/nmedia/18/72/04/40/19151755.jpg
42910,Les Révoltés du Bounty,132,"[13001, 13008]",2006,['U.S.A.'],5.0,4.0,"[2383, 771, 1062, 886, 2987, 25762, 28208, 81910, 2434, 6053, 5022, 262058]",[1808],https://fr.web.img2.acsta.net/medias/nmedia/18/60/11/46/18610548.jpg
1557,New York-Miami,105,"[13005, 13024]",1934,['U.S.A.'],4.8,4.2,"[3069, 47451, 886, 2000, 4312, 4313, 4314, 8335, 16458, 55083]",[3607],https://fr.web.img5.acsta.net/medias/nmedia/18/64/69/71/18798057.jpg
93185,Cavalcade,112,"[13008, 13015, 13024, 13014]",1933,['U.S.A.'],,2.7,[],[1808],https://fr.web.img6.acsta.net/medias/nmedia/18/71/32/28/19131500.jpg
4394,Grand Hotel,102,[13002],2023,['U.S.A.'],,3.5,"[995, 1205, 1680, 16457, 5969, 6751]",[1738],https://fr.web.img6.acsta.net/medias/nmedia/18/71/63/76/19140821.jpg
49968,La Ruée vers l'Ouest,131,"[13008, 13019]",1931,['U.S.A.'],,3.4,"[18704, 2059, 25760, 55862, 85693, 82578, 85692]",[4080],https://fr.web.img6.acsta.net/medias/nmedia/18/96/71/35/20485042.jpg
47828,"A l'Ouest, rien de nouveau",133,"[13008, 13014]",1999,['U.S.A.'],4.5,4.1,"[82093, 7510, 103396, 25013, 103401, 19773, 103402, 103403, 44566, 14994, 128864, 146, 103397, 103398, 103399, 103400, 103404]",[11412],https://fr.web.img5.acsta.net/pictures/22/01/04/15/57/3134458.jpg
92174,The Broadway Melody,104,"[13013, 13024]",1929,['U.S.A.'],,2.6,"[86354, 9922, 104693, 11648, 398954, 400235, 205225, 210983, 958787, 43734, 848155, 399057, 230935]",[86361],https://fr.web.img3.acsta.net/medias/nmedia/18/65/22/48/19145515.jpg
7113,Les Ailes,144,"[13025, 13008, 13024, 13014]",1928,['U.S.A.'],,3.9,"[1739, 3701, 14944, 1402, 146159, 554, 7693, 4312, 1807, 8142, 12848, 695361, 695364]",[33301],https://fr.web.img2.acsta.net/pictures/14/10/13/12/35/519682.jpg
